カード名,商品コード,レアリティ,還元pt,カード画像URL,ローカル画像パス
マルヤクデVMAX,PK-3555,RRR,110.0,https://drive.google.com/file/d/1GlpH3rkViQOvU9MHJk7xhJj--_c-0pKE/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/マルヤクデ.jpg
ドラピオンVSTAR,PK-3556,RRR,110.0,https://drive.google.com/file/d/1euTJFM9A5P0oq2wU57xPwE0FYxzRhdH-/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ドラピオン.jpg
アップリューVMAX,PK-3557,RRR,110.0,https://drive.google.com/file/d/1Dx8w7MPeQQ_4RI0F2YDZjowsFiiG0-B6/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/アップリュー.jpg
ゴリランダーVMAX,PK-3558,RRR,110.0,https://drive.google.com/file/d/1krAEBqFWQKioWwjKE-htIEvn3TVuHZ3W/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゴリランダー.jpg
ミミッキュVMAX,PK-3559,RRR,110.0,https://drive.google.com/file/d/1YA7vTk-Q1vM4S7-L2FPANbIvdmZFytTM/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ミミッキュ.jpg
ドラパルトVMAX,PK-3560,RRR,110.0,https://drive.google.com/file/d/1gF09w8zlfrwuPKNLkcDYMujAvE1He7Jq/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ドラパルト.jpg
ゼラオラVMAX,PK-3561,RRR,110.0,https://drive.google.com/file/d/1hdr-uk3wa9LanL8pou6aAWekoFueUmpy/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゼラオラ.webp
ストリンダーVMAX,PK-3562,RRR,110.0,https://drive.google.com/file/d/1gLq_7Ajvny9o0k-nx2_zqtpve8c2raSW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ストリンダー.jpg
ゼラオラVSTAR,PK-3563,RRR,110.0,https://drive.google.com/file/d/1RHDzFVtVNxPM2NGKP83ADn753oP8TwCq/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゼラオラ.webp
メルメタルVMAX,PK-3564,RRR,110.0,https://drive.google.com/file/d/1-C7waXXj01UReZIy3awy9MrD_ir-tzIm/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/メルメタル.jpg
バオッキーVSTAR,PK-3565,RRR,110.0,https://drive.google.com/file/d/18m9x_rsnVi0gLi9Vrum3MYe6_PE16-9S/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/バオッキー.webp
ブリムオンVMAX,PK-3566,RRR,110.0,https://drive.google.com/file/d/1yG0E8-z_8kmDLailgG6eid2F-VffblLr/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_53825.webp
ダストダスVMAX,PK-3567,RRR,110.0,https://drive.google.com/file/d/1Iyz0g_f78XltYzeORwZYe0LNFx0YM1dj/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ダストダス.webp
クチートVSTAR,PK-3568,RRR,110.0,https://drive.google.com/file/d/1NJsTd55JGbvDs-SSjFOq-5YWz947sgIK/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/クチート.jpg
ゼラオラVMAX,PK-3569,RRR,110.0,https://drive.google.com/file/d/1_QTQl42B9xzNw9OUjdZ553ljYgvGl3P5/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゼラオラ.webp
デオキシスVSTAR,PK-3570,RRR,110.0,https://drive.google.com/file/d/1SSGWZqXePT6MXvWfA_1nKdeZ0VPwL1Lx/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/デオキシス.jpg
トゲキッスVMAX,PK-3571,RRR,110.0,https://drive.google.com/file/d/1S8jrazwBR2GsSEWkvLH7gK4TkNrI5u1-/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/トゲキッス.jpg
はくばバドレックスVMAX,PK-3572,RRR,100.0,https://drive.google.com/file/d/1qis-bKaMKNY6Mq5rUzHfvb_5v4oKVjU6/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/はくばバドレックス血3.jpg
プテラV,PK-3573,RR,100.0,https://drive.google.com/file/d/1NUl-TU2PsyJD9UwVcaxzNEJrKPwC6Sog/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/プテラ.jpg
オーガポンみどりのめん,PK-3574,R,100.0,https://drive.google.com/file/d/1p88YAco9OJmX5dZH1GIWC_D37PbAsf4z/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オーガポンみどりのめん.jpg
ヤバソチャ,PK-3575,R,100.0,https://drive.google.com/file/d/11tSYDuGWMcMeghQcYuTFys3zCZ4SqEt_/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヤバソチャ四.jpg
シャンデラ,PK-3576,R,100.0,https://drive.google.com/file/d/18Bj3M0k20IpQF8n5QjSvwb_KTJDts5hg/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/シャンデラ.jpg
フーディン,PK-3577,R,100.0,https://drive.google.com/file/d/1s-168AjqXtssNUwhM1FJXemaYb-lxGkr/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/フーディン.jpg
ゼイユ,PK-3578,UC,100.0,https://drive.google.com/file/d/1OtdBAgt4VkF5H6CjkSC6ukCYEsyKhFBz/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_11882.webp
ハッサク,PK-3579,UC,100.0,https://drive.google.com/file/d/1bDprEZj4Fpq7JzNqL916KcdZoXExAUv4/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_03579.webp
ヒードラン,PK-3580,R,100.0,https://drive.google.com/file/d/1dNc6g9brKlYvxldber5F8SBsLRTu6T_h/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒードラン.jpg
レディアン,PK-3581,R,100.0,https://drive.google.com/file/d/1gE5v5qMG_NO9wa4cLS5nbVkleRKV_Ukk/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/レディアン.jpg
カジリガメ,PK-3582,R,100.0,https://drive.google.com/file/d/1662Ez7R3vG0rMqGn6NeScofW5HjxELk-/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カジリガメ.jpg
ゼラオラ,PK-3583,R,100.0,https://drive.google.com/file/d/14eT2CPhvE19yiy6c2jIkMw_bs3jrRGAN/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゼラオラ.webp
テツノイワオ,PK-3584,R,100.0,https://drive.google.com/file/d/1m5rGA5msFyHI6UYEJ_Ca4v-ysPxbQxjk/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/テツノイワオ.webp
ドサイドン,PK-3585,R,100.0,https://drive.google.com/file/d/1Dsy5a47-hISNrnh4GK9wPM-oCLYXgr4O/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ドサイドン.jpg
ギギギアル,PK-3586,R,100.0,https://drive.google.com/file/d/17VCLxNU4GP37sE9vrEXFDV04uz7Nxw6t/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ギギギアル.webp
ブリジュラス,PK-3587,R,100.0,https://drive.google.com/file/d/1xuXF_eqjqTh-lxguL3sejDlv321s-1rD/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ブリジュラス.webp
タケルライコ,PK-3588,R,100.0,https://drive.google.com/file/d/1kE4JyOVsdxW7sRRUmPpNeU7EhJuEekTV/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/タケルライコ町.webp
スピンロトム,PK-3589,C,100.0,https://drive.google.com/file/d/1pKSAVnAwDqfKdX72K0evNvpYtDFzPxKt/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/スピンロトム.jpg
古びたねっこの化石,PK-3590,C,100.0,https://drive.google.com/file/d/13ZwjrCMNfyHzq_xtLoySjFRYyb9GavpX/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ねっこの化石.jpg
古びたふたの化石,PK-3591,C,100.0,https://drive.google.com/file/d/1rPe8VCcErTpNAOIt1LPMXLEdWJ4cjv_L/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/古たかいの化石.jpg
ウタンのみ,PK-3592,UC,100.0,https://drive.google.com/file/d/1M6cNlzi2uhWb2kpEO_XVvDfbX9vNnEzS/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_35928.jpg
オッカのみ,PK-3593,UC,100.0,https://drive.google.com/file/d/1nhsWjDSSukXwARWjal-vTOxViUwQCMkS/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_35931.jpg
重力玉,PK-3594,UC,100.0,https://drive.google.com/file/d/1eRBeaGSCtJcAvIQZ4ZuVBbFJDnEPT1go/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_03594.webp
タロ,PK-3595,UC,100.0,https://drive.google.com/file/d/1Coilduv1qGIUeZ3smvYw2tLv-wznvmWR/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_04679.webp
ハイダイ,PK-3596,UC,100.0,https://drive.google.com/file/d/1ogB3otdxo8UqjAcj_nOGJzXIKnEy2EHT/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02809.webp
ヒビキのカイロス,PK-3597,UC,100.0,https://drive.google.com/file/d/1zzsUWgwOaPOxmX_T2En2nxtUI0Kq53EW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/サカキのカイロス.jpg
ヤンヤンマ,PK-3598,C,100.0,https://drive.google.com/file/d/1IhRygnAvWu9-KL4c7j8mtQuun8p6a5G-/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヤンヤンマ.jpg
イシズマイ,PK-3599,C,100.0,https://drive.google.com/file/d/1YnXLkRdc-xg2vvRIf6l7rK74DjQXUKP7/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イシズマイ.webp
カミツオロチ,PK-3600,R,100.0,https://drive.google.com/file/d/19nGeuTG9OKsfLyS0vhF7Am7JMZElKchJ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カミツオロチ.webp
ヒビキのヒノアラシ,PK-3601,C,100.0,https://drive.google.com/file/d/1aeqVUzodx1ddLYgDnVxrYt3eiSN_IVsy/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒビキのヒノアラシ.webp
ヒビキのマグマラシ,PK-3602,C,100.0,https://drive.google.com/file/d/1nz9vLfEglJB6wO6ipRG6g8iyyq7LFdmn/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒビキのマグマラシ.webp
ヒビキのマグマッグ,PK-3603,C,100.0,https://drive.google.com/file/d/1pmgYge7fKWzoqrs0TCpU5oKk-0_alyup/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒビキのマグマッグ.webp
カスミのコダック,PK-3604,UC,100.0,https://drive.google.com/file/d/1vxp2WVI2umRU_ue7q-bF0UQmeJjY2U2s/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カスミのコダック.jpg
カスミのスタミー,PK-3605,UC,100.0,https://drive.google.com/file/d/19pH9Ztkk8H85puoMGNnjuPUqEANB1EL3/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カスミのスターミー.webp
ゼラオラ,PK-3606,R,100.0,https://drive.google.com/file/d/18sIwycBwD3ljPyckf7iUG2xAA4cTbUDc/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゼラオラ.webp
シロナのフカマル,PK-3607,C,100.0,https://drive.google.com/file/d/1IFtlnbTnoX_tQWlaBSVTZuqgofi_kQrh/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/シロナのフカマル.webp
シロナのガバイト,PK-3608,C,100.0,https://drive.google.com/file/d/1iCJtTMleO3_-PcxCQNwKT0nF5GxHrjzU/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/シロナのガバイト.webp
シロナのミカルゲ,PK-3609,UC,100.0,https://drive.google.com/file/d/1KiClh_iZsp89UJPUUzzkZC9OmxM0aRQ-/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/シロナのフカマル.webp
ペパーのサンドウィッチ,PK-3610,UC,100.0,https://drive.google.com/file/d/17nFh3fpdqTu8ZwnckDcidZktadUna_t3/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ペパーのサンドウイツチ.webp
せいなるはい,PK-3611,UC,100.0,https://drive.google.com/file/d/1vi9VAh4LjblqqtM0n-g1gCOqPcGaRhDR/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/せいなるはい.webp
ポケモンいれかえ,PK-3612,UC,100.0,https://drive.google.com/file/d/15TRp0TLmAdXd82ArXoUNzbiUZEAEtC08/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ポケモンいれかえ.webp
MCの盛り上げ,PK-3613,C,100.0,https://drive.google.com/file/d/1qjNCxOfrtBVknb5j_FV9l5N6wz_2-HMo/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/納の盛り上げ.webp
ジャッジマン,PK-3614,UC,100.0,https://drive.google.com/file/d/10hElQqZCDKheRSlwj5fLQHDh3gPnmEdM/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジャッジマン.webp
オリーヴァ,PK-3615,RR,100.0,https://drive.google.com/file/d/1EKePVQ9Dfrku2I0KvLhdobCaYsobware/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/オリーヴァ四.webp
ハルクジラex,PK-3616,RR,100.0,https://drive.google.com/file/d/1E5X4bPR5z9nYJC6v8Og9eeqwRcoUzy4-/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ハルクジラ.jpg
レジロックex,PK-3617,RR,100.0,https://drive.google.com/file/d/1HQ1c1RDihCH3RaoODMO5IsnLGL-3Xsv5/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/レジロック.webp
ロケット団のニドキングex,PK-3618,RR,100.0,https://drive.google.com/file/d/1NKLdlfL_VvjFZOKs4ud--hzM65lFkhwc/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_52449.webp
ロケット団のペルシアンex,PK-3619,RR,100.0,https://drive.google.com/file/d/1z40ifoOAndkG3adPjeBqNFYHI4-e7YTy/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_36190.jpg
ロケット団のおじゃまロボ,PK-3620,UC,100.0,https://drive.google.com/file/d/1gHgYU9ZdVkVrit9Dbsy2VvBArwJeFXcD/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ロケツト団のおじゃまロボ.webp
ロケット団のスーパーボール,PK-3621,UC,100.0,https://drive.google.com/file/d/1DUXzW55jMo7hw22j1mVjqSGVa-L5JQpc/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ロケツト団のスーパーボール.webp
サクラビス,PK-3622,R,100.0,https://drive.google.com/file/d/128w8lEp2mYyBOEmgrAS70UqgvqPLGkzT/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/サクラビス.jpg
ロケット団のサンダー,PK-3623,R,100.0,https://drive.google.com/file/d/1WaM1jO3VVqrm5AdjcXq3Dbieol_dqbGa/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/円団のサンダー.jpg
コノヨザル,PK-3624,R,100.0,https://drive.google.com/file/d/1U5ghsT2MY_-OrVB4RejswpIyt8btKoms/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/コノヨザル.jpg
ロケット団のバンギラス,PK-3625,R,100.0,https://drive.google.com/file/d/196Lawj_ER6IDYD6Ytxpmt06xwO_s0J-B/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ロ団のバンギラス.jpg
ザマゼンタ,PK-3626,R,100.0,https://drive.google.com/file/d/1n00kVsW1CI25ioKjp9ADNuWMBqhCJCZY/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ザマゼンタ.webp
アヤシシV,PK-3627,RR,90.0,https://drive.google.com/file/d/1-SNfA5z3-Xcah6cy1Q3PRLab93IzIa7f/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01882.webp
スピアーV,PK-3628,RR,90.0,https://drive.google.com/file/d/1NqnYaoU_NFfUmZGmbmJaV5HlVrvikCL1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/スピアー.jpg
カイリキーV,PK-3629,RR,90.0,https://drive.google.com/file/d/1dF7KqoX43rmah02LyytU8BEMnwkNiOeJ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カイリキー.jpg
ジラーチV,PK-3630,RR,90.0,https://drive.google.com/file/d/1WW1TXOP8zoqmgkk_L05xm_2vTEZJ7b6s/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ジラーチ.webp
ガラルファイヤーV,PK-3631,RR,90.0,https://drive.google.com/file/d/13hLDuKe_H7bVbVnsbOu2ftw4RWoGBKW4/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_01778.webp
ヒスイマルマインV,PK-3632,RR,90.0,https://drive.google.com/file/d/1tOoNOW59rce_K2PRCwbqrSTyvZyvo6SU/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_53608.webp
ケッキングV,PK-3633,RR,90.0,https://drive.google.com/file/d/1UhL22-ZKCx9P8ICOKpUxClRjZ4Y3QGvo/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ケッキング.jpg
パルスワンV,PK-3634,RR,90.0,https://drive.google.com/file/d/1gjrwDuNgzGuk0aykxwPd-SpsOBkkPD-r/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/パルスワン.jpg
ザマゼンタV,PK-3635,RR,90.0,https://drive.google.com/file/d/17YqA_NJ27Ev2ilim9MzgVBXguqYbjpS-/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ザマゼンタ.webp
ザマゼンタV,PK-3636,RR,90.0,https://drive.google.com/file/d/1Mvob23OnVpK_-YM9X_80f7MMgACdF1hY/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ザマゼンタ.webp
ザマゼンタV,PK-3637,RR,90.0,https://drive.google.com/file/d/1rfhqMWPVDhQWcrC0MN9xmCzPfMQpv_3G/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ザマゼンタ.webp
ザシアンV,PK-3638,RR,90.0,https://drive.google.com/file/d/10Y-Yf9ZDd0QzTvV6RuKLvfwry1UGz1Vf/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ザシアン.jpg
カイリューV,PK-3639,RR,90.0,https://drive.google.com/file/d/1GgOmzBI8zjUk_g4V7mjiH276v07k84Ng/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/カイリュー.jpg
マルヤクデV,PK-3640,RR,90.0,https://drive.google.com/file/d/1qWL0Pns4uEbt4Iw6xTlEwytiPr2uQ6yS/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/マルヤクデ.jpg
ゼラオラV,PK-3641,RR,90.0,https://drive.google.com/file/d/1W-gPLM24TdeRVp-i6HAfbaIFUv8MBPtF/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゼラオラ.webp
ゼラオラV,PK-3642,RR,90.0,https://drive.google.com/file/d/1B840s_haTFPxLzuWSq_g4DMHTIUrJvbw/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゼラオラ.webp
ヒスイダイケンキV,PK-3643,RR,90.0,https://drive.google.com/file/d/1yZfw3zno41cAdhULfmTK67rbQiibvGXy/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒスイダイケンキ.jpg
ヒスイダイケンキV,PK-3644,RR,90.0,https://drive.google.com/file/d/18C7mSFEODs1ZwwbNcZ4AXaKMQZQvOXXA/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒスイダイケンキ.jpg
バサギリV,PK-3645,RR,90.0,https://drive.google.com/file/d/1cXclFstUk8-HdeI2evoOrDdXXG1jdCTb/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/バサギリ町.jpg
ヒードランV,PK-3646,RR,90.0,https://drive.google.com/file/d/17TXsxG0qVIFZSaSlsiIdj2GA3db6sVVn/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒードラン.jpg
ヒスイオオニューラV,PK-3647,RR,90.0,https://drive.google.com/file/d/123gaaqX4ugxlt8OTWIZAY5Wv82E4sj_L/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒスイオオニューラ.jpg
メルメタルV,PK-3648,RR,90.0,https://drive.google.com/file/d/1mJU5a5LsPs64yUN-pKEDodFF0jDE6uGp/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/メルメタル.jpg
ローブシンV,PK-3649,RR,90.0,https://drive.google.com/file/d/1-3-sETQ9ofA_nYSsFLquTEu3aartw4WZ/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ローブシン.webp
ヤレユータンV,PK-3650,RR,90.0,https://drive.google.com/file/d/12jWxOtyyj72BXQydtOJRuTi6rVUYwFnw/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヤレユータン.jpg
ガブリアスV,PK-3651,RR,90.0,https://drive.google.com/file/d/1ZRJqoheZGg8pIIYkVV4ZR7x-XFtyWLVk/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ガブリアス.jpg
キュレムV,PK-3652,RR,90.0,https://drive.google.com/file/d/1fWf5NfgFYv8QGVOky-LO9-Qc9-TQ5itW/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/キュレム.jpg
ミュウツーV,PK-3653,RR,90.0,https://drive.google.com/file/d/13pjmwthWVbkmSVvryN_yHu-Wg2aS5Ddm/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ミュウツー.jpg
ヒスイジュナイパーV,PK-3654,RR,90.0,https://drive.google.com/file/d/1wFIAaHb_XxIwqMB6QI33nK0sb4W4IDeS/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヒスイジュナイパー.jpg
シェイミV,PK-3655,RR,90.0,https://drive.google.com/file/d/1-Y2_hB_7ROSWMHETz8IfIxLpTv2rcm2f/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/シェイミ.jpg
イオルブV,PK-3656,RR,90.0,https://drive.google.com/file/d/1y8tL93Wz7_2g9Xmc2IgPIhLMPIyNXP8c/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/イオルブ.jpg
アップリューV,PK-3657,RR,90.0,https://drive.google.com/file/d/1IAd9Ccmahl3gjZFHylYmamDWFJS46FsV/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/アップリュー.jpg
ゴリランダーV,PK-3658,RR,90.0,https://drive.google.com/file/d/107u9NUjgz0HlgQnMmnVm1T0gmxWJ8RHl/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ゴリランダー.jpg
タイレーツV,PK-3659,RR,90.0,https://drive.google.com/file/d/1g8st6I44CAOuDprTH0yfEM_C-vaZlK05/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/タイレーツ.jpg
ルガルガンV,PK-3660,RR,90.0,https://drive.google.com/file/d/1yH2FgTVBj2xPia6lSekIlFczHrCq5jR2/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ルガルガン.webp
はくばバドレックスV,PK-3661,RR,90.0,https://drive.google.com/file/d/1jMIm12pSRpn6pT7YOXzhhwn-AXUGMKZA/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/はくばバドレックス血3.jpg
フーディンV,PK-3662,RR,90.0,https://drive.google.com/file/d/1GIBHwk5FgFxLBvcO-w7fn8sI_HJtgK74/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/フーディン.jpg
カプ・コケコV,PK-3663,RR,90.0,https://drive.google.com/file/d/1KmyOBxib-wBj4VDZ-hzV-E08MtruqI2u/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_02607.webp
ケケンカニV,PK-3664,RR,90.0,https://drive.google.com/file/d/1IVtfc_fsSP_8sHin8QN_ufxFF_amDXua/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ケケンカニ.jpg
メタグロスV,PK-3665,RR,90.0,https://drive.google.com/file/d/1tm8MC1YHTpq1qDEuqS4o5ONBiI6wIUK5/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/メタグロス.jpg
シャンデラV,PK-3666,RR,90.0,https://drive.google.com/file/d/1pb6JEAj9AJRisOmRcHiS9qERDcKhpcLr/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/シャンデラ.jpg
フーパV,PK-3667,RR,90.0,https://drive.google.com/file/d/1qGQj7I22bvqVsVitMizbz52RVXWx-nht/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/フーパ.jpg
ヤミラミV,PK-3668,RR,90.0,https://drive.google.com/file/d/1T8bCLgiQWH9cVzQMaPtLGtXot4hXQIzw/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ヤミラミ.jpg
スカタンクV,PK-3669,RR,90.0,https://drive.google.com/file/d/1HaOeChU-Jao6FCZS8R_El4zgncecpXxx/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/スカタンク.jpg
バイウールーV,PK-3670,RR,90.0,https://drive.google.com/file/d/1o5JFfzRT_bC495bA-QUzSWmloA1DxE-1/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/バイウールー.jpg
ガラルフリーザーV,PK-3671,RR,90.0,https://drive.google.com/file/d/1EL8i_UZzN85fQ1uKmgMeXNID7FaBNUls/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/images/card_07110.webp
ワナイダーex,PK-3672,RR,90.0,https://drive.google.com/file/d/15G1RVCR6XLSMyfAOR2rufjvjgsdlDeif/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ワナイダー.jpg
ミュウV,PK-3673,RR,90.0,https://drive.google.com/file/d/1xvfhtQKY_k_7EnVaLhsj27Ryah_LRlEw/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ミュウ.webp
リーリエ,PK-3674,UC,90.0,https://drive.google.com/file/d/1tzIDSkmPV5WGfro0naGM50xdJq2FHuRd/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リーリエのしんじゆ.webp
リーリエ,PK-3675,UC,90.0,https://drive.google.com/file/d/1fv5QckFyTFYfIzIgy_f8sdE6blbCP4dX/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リーリエのしんじゆ.webp
リーリエの全力,PK-3676,UC,90.0,https://drive.google.com/file/d/1SEthTs3CS05o3jgopwgoH4Gtnby1esRd/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/リーリエのしんじゆ.webp
ミミッキュV,PK-3677,RR,90.0,https://drive.google.com/file/d/13EZctEVaM_7l2js1SQAjrtpYIxMfAodv/view?usp=drivesdk,/Users/kotarokashiwai/pokeca/renamed_sample/ミミッキュ.jpg
